0	0.118655620322172	0.22
0	0.0832215643840268	0.2
0	0.0804862101783363	0.22
0	0.0932515089121666	0.22
0	0.102264416590411	0.24
0	0.0756128324889877	0.21
0	0.0918381380680073	0.23
0	0.107200393477758	0.23
0	0.108990912237323	0.26
0	0.12015476149081	0.29
0	0.0740079816256741	0.21
0	0.0841825736452856	0.2
0	0.103517243784464	0.28
0	0.0962037734007478	0.23
0	0.100873494530162	0.24
0	0.0899169468556892	0.25
0	0.0718282567106919	0.24
0	0.108087099123709	0.29
0	0.0988478971132886	0.23
0	0.121230045317932	0.24
0	0.113028005234574	0.28
0	0.0707654949714578	0.2
0	0.0776298410319884	0.23
0	0.0739754374799073	0.21
0	0.0939900313097855	0.25
0	0.200292715370012	0.29
0	0.137146438932589	0.23
0	0.132687108142446	0.23
0	0.178781403472013	0.29
0	0.168070388133896	0.28
0	0.119889652941676	0.22
0	0.181948066999463	0.29
0	0.152853115222841	0.24
0	0.206389467364567	0.29
0	0.132284132560721	0.2
0	0.176742184725133	0.28
0	0.151847622470726	0.28
0	0.183360672347796	0.29
0	0.138319767101459	0.22
0	0.157175042691074	0.27
0	0.164996843401477	0.29
0	0.159923639483563	0.27
0	0.174136715815776	0.25
0	0.136681287096546	0.21
0	0.162425321351408	0.23
0	0.13480154349218	0.22
0	0.14167476696581	0.28
0	0.14987274046893	0.26
0	0.12904766605861	0.22
0	0.180448565524254	0.29
