time	y
0	0.0631646991707385
0.01	0.13817181924755
0.02	0.406635559504945
0.03	0.565494229901126
0.04	0.584274740053801
0.05	0.680930176234853
0.06	0.862055176179096
0.07	0.845332135529154
0.08	0.860769450931035
0.09	1.07129676756544
0.1	1.06129528473452
0.11	1.01889079840243
0.12	1.01465022144934
0.13	0.950977121513493
0.14	0.919095916197532
0.15	0.753885145028293
0.16	0.78060213955776
0.17	0.642867411535693
0.18	0.429970419570347
0.19	0.403090259540919
0.2	0.248102013882494
0.21	0.0404650225769728
