time	y
0	-0.00580483313241485
0.01	0.325414917644637
0.02	0.545196278166976
0.03	0.671328674340723
0.04	0.83502695369815
0.05	0.85973616454642
0.06	0.943256945770682
0.07	1.05272153294813
0.08	1.02652429475695
0.09	0.910293006955461
0.1	0.927041038326679
0.11	0.979926013685231
0.12	0.876275248592973
0.13	0.793851092252621
0.14	0.884350730307834
0.15	0.865406309590623
0.16	0.799952245624878
0.17	0.582410861325899
0.18	0.541081346080393
0.19	0.411982392995225
0.2	0.328425118618654
0.21	0.269824009307369
0.22	0.20229139450444
0.23	0.0906919099931303
0.24	-0.0153902006473708
0.25	-0.0952578458947865
