time	y
0	-0.0213427539486311
0.01	0.131559497194425
0.02	0.251089111773962
0.03	0.285445116864709
0.04	0.289855857512716
0.05	0.542172935518953
0.06	0.43702861009074
0.07	0.537569169998663
0.08	0.618230192023757
0.09	0.82230957011283
0.1	0.856353628874334
0.11	0.947864765163788
0.12	0.956094433047696
0.13	1.03212170573812
0.14	0.874999112168408
0.15	0.985707062284494
0.16	1.00572438104052
0.17	0.97161187790075
0.18	0.972604999607873
0.19	1.04516947787059
0.2	0.839163843884928
0.21	0.88376188917808
0.22	0.842803406744224
0.23	0.777770943082686
0.24	0.587133567674689
0.25	0.483282381823194
0.26	0.340071534598439
0.27	0.125243584266189
0.28	-0.0973179243665062
