time	y
0	0.0187148178474525
0.01	0.231781837708401
0.02	0.399135375099549
0.03	0.550788703132202
0.04	0.681255399820019
0.05	0.744055577498327
0.06	0.817872633099862
0.07	0.909607666585573
0.08	1.03480719219044
0.09	1.08262096545208
0.1	1.09425237066763
0.11	0.937353323639439
0.12	0.921574308848945
0.13	0.825288286841307
0.14	0.784401904055376
0.15	0.778057350406572
0.16	0.69743476261893
0.17	0.65037718962186
0.18	0.651725669056653
0.19	0.565915009642494
0.2	0.49830621838299
0.21	0.337529482654428
0.22	0.369256026683053
0.23	0.147262295779125
0.24	0.00795334947889738
0.25	0.0708922999101289
