time	y
0	0.00675011453910331
0.01	0.261191139658455
0.02	0.482464353669977
0.03	0.603638800660302
0.04	0.753721870599105
0.05	0.908229351067694
0.06	1.10456597651146
0.07	1.06475347362451
0.08	1.07885694243715
0.09	1.25424220949416
0.1	1.07662421910348
0.11	1.13355291796394
0.12	1.08092263991157
0.13	1.08247019689718
0.14	1.03916620349556
0.15	0.94733524099816
0.16	0.994858268045229
0.17	1.02371038384843
0.18	0.775468103962952
0.19	0.80545706536074
0.2	0.634994102821353
0.21	0.617429515120333
0.22	0.582102954856188
0.23	0.54055023335478
0.24	0.43771460580395
0.25	0.272705990761381
0.26	0.242440579559829
0.27	0.090877510123348
0.28	0.0507484667580381
0.29	-0.0694667849575308
