curveId,Category,time,y
1,EARLY_PEAK,0,0.09492042186927047
1,EARLY_PEAK,0.058823529411764705,0.1681169864461951
1,EARLY_PEAK,0.11764705882352941,0.2431109648135848
1,EARLY_PEAK,0.1764705882352941,0.2681710990889812
1,EARLY_PEAK,0.23529411764705882,0.3731155886350063
1,EARLY_PEAK,0.29411764705882354,0.3906552314557783
1,EARLY_PEAK,0.3529411764705882,0.4304990264009923
1,EARLY_PEAK,0.4117647058823529,0.36500484260555177
1,EARLY_PEAK,0.47058823529411764,0.3194815850417848
1,EARLY_PEAK,0.5294117647058824,0.2383100268286643
1,EARLY_PEAK,0.5882352941176471,0.1474777835906384
1,EARLY_PEAK,0.6470588235294118,0.09133023089453465
1,EARLY_PEAK,0.7058823529411764,0.036941382312760083
1,EARLY_PEAK,0.7647058823529411,0.008796083983017951
1,EARLY_PEAK,0.8235294117647058,0.03654073177002004
1,EARLY_PEAK,0.8823529411764706,0.005932902472748115
1,EARLY_PEAK,0.9411764705882353,7.180266944605464e-4
1,EARLY_PEAK,1,-0.012460424664780676
1,EARLY_PEAK,1.0588235294117647,0.01509237899677692
1,EARLY_PEAK,1.1176470588235294,-0.015516799005347526
1,EARLY_PEAK,1.1764705882352942,0.02051493600435812
1,EARLY_PEAK,1.2352941176470589,-0.022198181397071564
1,EARLY_PEAK,1.2941176470588236,0.019416484751975088
1,EARLY_PEAK,1.3529411764705883,0.012528080014394172
1,EARLY_PEAK,1.4117647058823528,0.004453590728909175
1,EARLY_PEAK,1.4705882352941175,-0.020701431463878307
1,EARLY_PEAK,1.5294117647058822,-0.0044930331066201385
1,EARLY_PEAK,1.588235294117647,0.007181994271338005
1,EARLY_PEAK,1.6470588235294117,-0.008263618987725777
1,EARLY_PEAK,1.7058823529411764,0.02302691671675207
1,EARLY_PEAK,1.7647058823529411,0.001093366293192442
1,EARLY_PEAK,1.8235294117647058,-0.007679102051064123
1,EARLY_PEAK,1.8823529411764706,-0.0012797490236067185
1,EARLY_PEAK,1.9411764705882353,-0.011054773285374391
1,EARLY_PEAK,2,0.031703177852479704
2,EARLY_PEAK,0,0.14806608000890675
2,EARLY_PEAK,0.058823529411764705,0.22387896798698875
2,EARLY_PEAK,0.11764705882352941,0.29537733791801263
2,EARLY_PEAK,0.1764705882352941,0.34525934045490486
2,EARLY_PEAK,0.23529411764705882,0.379136564921223
2,EARLY_PEAK,0.29411764705882354,0.3870383410326
2,EARLY_PEAK,0.3529411764705882,0.3439027849833786
2,EARLY_PEAK,0.4117647058823529,0.32653196298136045
2,EARLY_PEAK,0.47058823529411764,0.2299267153105811
2,EARLY_PEAK,0.5294117647058824,0.18292643371040002
2,EARLY_PEAK,0.5882352941176471,0.10262632871002146
2,EARLY_PEAK,0.6470588235294118,0.08071215461793345
2,EARLY_PEAK,0.7058823529411764,0.04312137758908277
2,EARLY_PEAK,0.7647058823529411,0.023644611170081188
2,EARLY_PEAK,0.8235294117647058,0.03918846584229478
2,EARLY_PEAK,0.8823529411764706,0.03888130252632315
2,EARLY_PEAK,0.9411764705882353,0.03229188625194207
2,EARLY_PEAK,1,0.020795988260219465
2,EARLY_PEAK,1.0588235294117647,-0.01769104391359531
2,EARLY_PEAK,1.1176470588235294,0.02734026307860865
2,EARLY_PEAK,1.1764705882352942,-0.027424183391026962
2,EARLY_PEAK,1.2352941176470589,0.006784119537046208
2,EARLY_PEAK,1.2941176470588236,-0.013196706330858787
2,EARLY_PEAK,1.3529411764705883,-0.009959554374923444
2,EARLY_PEAK,1.4117647058823528,0.009048440163078765
2,EARLY_PEAK,1.4705882352941175,-0.020928204358208143
2,EARLY_PEAK,1.5294117647058822,-0.0015147196716130394
2,EARLY_PEAK,1.588235294117647,0.02519328154919637
2,EARLY_PEAK,1.6470588235294117,-0.013739695075076261
2,EARLY_PEAK,1.7058823529411764,0.0025234748517282907
2,EARLY_PEAK,1.7647058823529411,-0.021705823722504416
2,EARLY_PEAK,1.8235294117647058,-0.020382963480990467
2,EARLY_PEAK,1.8823529411764706,-0.012532942506535928
2,EARLY_PEAK,1.9411764705882353,0.009782317274849338
2,EARLY_PEAK,2,0.019813320981439578
3,EARLY_PEAK,0,0.10030110453187771
3,EARLY_PEAK,0.058823529411764705,0.15355150537262635
3,EARLY_PEAK,0.11764705882352941,0.19108502757054396
3,EARLY_PEAK,0.1764705882352941,0.28003773439728147
3,EARLY_PEAK,0.23529411764705882,0.37367658173154894
3,EARLY_PEAK,0.29411764705882354,0.38343364035893573
3,EARLY_PEAK,0.3529411764705882,0.40363027048061534
3,EARLY_PEAK,0.4117647058823529,0.33286366639069154
3,EARLY_PEAK,0.47058823529411764,0.34768727753997725
3,EARLY_PEAK,0.5294117647058824,0.25410207870450124
3,EARLY_PEAK,0.5882352941176471,0.18257357776823405
3,EARLY_PEAK,0.6470588235294118,0.11961670578362801
3,EARLY_PEAK,0.7058823529411764,0.08524777068249993
3,EARLY_PEAK,0.7647058823529411,0.02724905069769509
3,EARLY_PEAK,0.8235294117647058,-6.660029728906697e-4
3,EARLY_PEAK,0.8823529411764706,-0.02801523107399359
3,EARLY_PEAK,0.9411764705882353,-8.363943895208911e-4
3,EARLY_PEAK,1,0.02241584428511647
3,EARLY_PEAK,1.0588235294117647,0.018309769716265224
3,EARLY_PEAK,1.1176470588235294,-0.01574673052991044
3,EARLY_PEAK,1.1764705882352942,-0.016077588424967842
3,EARLY_PEAK,1.2352941176470589,-0.022418664543670145
3,EARLY_PEAK,1.2941176470588236,-0.01008919040388715
3,EARLY_PEAK,1.3529411764705883,0.012504609466308507
3,EARLY_PEAK,1.4117647058823528,0.014323939422501935
3,EARLY_PEAK,1.4705882352941175,-0.034084609852774256
3,EARLY_PEAK,1.5294117647058822,0.017547509916544256
3,EARLY_PEAK,1.588235294117647,0.008291899816274302
3,EARLY_PEAK,1.6470588235294117,-0.014018872885429783
3,EARLY_PEAK,1.7058823529411764,-0.014984480590617187
3,EARLY_PEAK,1.7647058823529411,0.03136200963267422
3,EARLY_PEAK,1.8235294117647058,0.0036141923270746074
3,EARLY_PEAK,1.8823529411764706,-0.007605274882999303
3,EARLY_PEAK,1.9411764705882353,0.0014498633752199998
3,EARLY_PEAK,2,-0.0036456351870254406
4,EARLY_PEAK,0,0.16668632261379226
4,EARLY_PEAK,0.058823529411764705,0.2518337277403569
4,EARLY_PEAK,0.11764705882352941,0.25924399862464315
4,EARLY_PEAK,0.1764705882352941,0.3608422327017731
4,EARLY_PEAK,0.23529411764705882,0.41349018112672764
4,EARLY_PEAK,0.29411764705882354,0.4041387511749201
4,EARLY_PEAK,0.3529411764705882,0.3697404362483841
4,EARLY_PEAK,0.4117647058823529,0.27210924283246163
4,EARLY_PEAK,0.47058823529411764,0.20885467481665537
4,EARLY_PEAK,0.5294117647058824,0.20259754355557663
4,EARLY_PEAK,0.5882352941176471,0.05258221194166384
4,EARLY_PEAK,0.6470588235294118,0.038854767773640886
4,EARLY_PEAK,0.7058823529411764,0.023427176195715056
4,EARLY_PEAK,0.7647058823529411,0.03578516754387244
4,EARLY_PEAK,0.8235294117647058,0.026077586120656103
