curveId,Category,l1,l2,l3
1,TWO_PEAKS,0,1.25,2.5991132402315973
2,TWO_PEAKS,0,1.25,2.5737840778597247
3,TWO_PEAKS,0,1.25,2.344930541595788
4,TWO_PEAKS,0,1.25,2.5497340917799396
5,TWO_PEAKS,0,1.25,2.3743698544215466
6,TWO_PEAKS,0,1.25,2.5616524328924184
7,TWO_PEAKS,0,1.25,2.4706952929632147
8,TWO_PEAKS,0,1.25,2.57856394214441
9,TWO_PEAKS,0,1.25,2.6749311073056283
10,TWO_PEAKS,0,1.25,2.5018144527875563
11,TWO_PEAKS,0,1.25,2.418513273500567
12,TWO_PEAKS,0,1.25,2.799156737596935
13,TWO_PEAKS,0,1.25,2.542742884324995
14,TWO_PEAKS,0,1.25,2.5058146080763675
15,TWO_PEAKS,0,1.25,2.7449355750905178
16,TWO_PEAKS,0,1.25,2.481286862948811
17,TWO_PEAKS,0,1.25,2.6457811744869324
18,TWO_PEAKS,0,1.25,2.5573943968174246
19,TWO_PEAKS,0,1.25,2.38675611741463
20,TWO_PEAKS,0,1.25,2.6098296026659007
21,TWO_PEAKS,0,1.25,2.3721942461765675
22,TWO_PEAKS,0,1.25,2.4251236789181876
23,TWO_PEAKS,0,1.25,2.594740172106037
24,TWO_PEAKS,0,1.25,2.645715189458073
25,TWO_PEAKS,0,1.25,2.6518429200978972
26,TWO_PEAKS,0,1.25,2.692604130947394
27,TWO_PEAKS,0,1.25,2.77259134604798
28,TWO_PEAKS,0,1.25,2.7187536753932187
29,TWO_PEAKS,0,1.25,2.5149279273563954
30,TWO_PEAKS,0,1.25,2.3909425919216893
31,TWO_PEAKS,0,1.25,2.551607959097371
32,TWO_PEAKS,0,1.25,2.5874466368000424
33,TWO_PEAKS,0,1.25,2.8152073842966026
34,TWO_PEAKS,0,1.25,2.6732354760032995
35,TWO_PEAKS,0,1.25,2.7637935440409156
36,TWO_PEAKS,0,1.25,2.6083624594156425
37,TWO_PEAKS,0,1.25,2.7177566503396653
38,TWO_PEAKS,0,1.25,2.6852602564838763
39,TWO_PEAKS,0,1.25,2.537900369846731
40,TWO_PEAKS,0,1.25,2.707815557626134
41,TWO_PEAKS,0,1.25,2.5179168964282685
42,TWO_PEAKS,0,1.25,2.6807524967250034
43,TWO_PEAKS,0,1.25,2.486368885654401
44,TWO_PEAKS,0,1.25,2.7124904196447295
45,TWO_PEAKS,0,1.25,3.0154811446099075
46,TWO_PEAKS,0,1.25,2.999316800394702
47,TWO_PEAKS,0,1.25,2.5781938359943224
48,TWO_PEAKS,0,1.25,2.428628964736384
49,TWO_PEAKS,0,1.25,2.4525076443980964
50,TWO_PEAKS,0,1.25,2.4979392365176034
51,ONE_PEAK,0,1.25,1.834724717347792
52,ONE_PEAK,0,1.25,2.2245440032509802
53,ONE_PEAK,0,1.25,2.0658048841809116
54,ONE_PEAK,0,1.25,2.0434132312606246
55,ONE_PEAK,0,1.25,1.9695107512081207
56,ONE_PEAK,0,1.25,2.31771832966775
57,ONE_PEAK,0,1.25,1.9895047553321188
58,ONE_PEAK,0,1.25,2.1718397002506915
59,ONE_PEAK,0,1.25,2.0669812824159735
60,ONE_PEAK,0,1.25,2.0089638030521457
61,ONE_PEAK,0,1.25,2.40024991312532
62,ONE_PEAK,0,1.25,1.8949386382935052
63,ONE_PEAK,0,1.25,2.0209390130474123
64,ONE_PEAK,0,1.25,1.9644240148823673
65,ONE_PEAK,0,1.25,1.981462233573732
66,ONE_PEAK,0,1.25,2.103043770197629
67,ONE_PEAK,0,1.25,2.4486117658305537
68,ONE_PEAK,0,1.25,2.1767651987891568
69,ONE_PEAK,0,1.25,2.047399553262918
70,ONE_PEAK,0,1.25,1.8649496858988674
71,ONE_PEAK,0,1.25,2.052556577507089
72,ONE_PEAK,0,1.25,2.1861838941293463
73,ONE_PEAK,0,1.25,2.290153161803626
74,ONE_PEAK,0,1.25,2.3320921200664264
75,ONE_PEAK,0,1.25,2.366777444479334
76,ONE_PEAK,0,1.25,1.8561880089590521
77,ONE_PEAK,0,1.25,2.432322049574025
78,ONE_PEAK,0,1.25,2.0649443505649625
79,ONE_PEAK,0,1.25,1.8570760342125727
80,ONE_PEAK,0,1.25,2.161025010055282
81,ONE_PEAK,0,1.25,2.4206306880535466
82,ONE_PEAK,0,1.25,2.1823991791335633
83,ONE_PEAK,0,1.25,2.0735449815198184
84,ONE_PEAK,0,1.25,2.2446636215618656
85,ONE_PEAK,0,1.25,2.191311504858251
86,ONE_PEAK,0,1.25,2.2134289851612547
87,ONE_PEAK,0,1.25,2.079894759592223
88,ONE_PEAK,0,1.25,1.8658815631364782
89,ONE_PEAK,0,1.25,2.2978030318136438
90,ONE_PEAK,0,1.25,2.0390283710924946
91,ONE_PEAK,0,1.25,2.287662063281066
92,ONE_PEAK,0,1.25,2.203795273221899
93,ONE_PEAK,0,1.25,1.883028153516051
94,ONE_PEAK,0,1.25,1.951331103515828
95,ONE_PEAK,0,1.25,2.436591268078154
96,ONE_PEAK,0,1.25,2.0351130703096563
97,ONE_PEAK,0,1.25,2.0730438193325798
98,ONE_PEAK,0,1.25,2.2334820588572173
99,ONE_PEAK,0,1.25,1.8780386593367528
100,ONE_PEAK,0,1.25,2.1754874760526044
