curveId,time,y
1,4.34132336392066e-6,0.19491570115115292
1,0.021761320066624443,0.204181781754606
1,0.04322935647855755,0.19928717937402032
1,0.06422324801578036,0.16687057984159415
1,0.08478981169447623,0.17288850750615614
1,0.10497699969235508,0.2149602375550383
1,0.12478538565745448,0.22489951646370648
1,0.14421907949868298,0.20540730085226247
1,0.16329228495570536,0.2010470598119706
1,0.18201831461677379,0.21687028606016168
1,0.2004083217130749,0.2732336469601844
1,0.2184734662873301,0.28365162978088776
1,0.23622518829635814,0.20055930378645048
1,0.25367485425494496,0.2649521165725078
1,0.27083354836480555,0.2610136307040989
1,0.2877122358588772,0.3248695892984439
1,0.3043214623391481,0.30229712371071477
1,0.3206716007622156,0.27848527029243725
1,0.3367726699984855,0.32580184855673516
1,0.3526343582377417,0.3099227200848818
1,0.36826618462854344,0.28088110294617996
1,0.38367719882805984,0.29569137837806275
1,0.39887634011456163,0.28105199506059325
1,0.4138721767086698,0.32684119135352474
1,0.4286729736210282,0.303467843513821
1,0.44328687760277724,0.362834991436323
1,0.47198453425247344,0.3487556592380117
1,0.4860831504639161,0.37197748021076293
1,0.500024369602806,0.3512154261864823
1,0.5138151090112449,0.37590590571475874
1,0.5274620315752032,0.3626763918472089
1,0.5409715345195093,0.3715838430801155
1,0.5543499815518995,0.38274622475109343
1,0.5676034358075583,0.38184732040643954
1,0.5807377361927674,0.3572373812143947
1,0.5937586960618998,0.3545889895483146
1,0.6066718874263515,0.3853059840203284
1,0.6194827233395239,0.3981773063655192
1,0.6321965991262702,0.3842993809155251
1,0.6448187108846988,0.4255997084175367
1,0.6573541128345314,0.3884526534775571
1,0.6698078492998195,0.3686333418912437
1,0.682184827185097,0.4041840336002142
1,0.6944898263307673,0.3671677028833314
1,0.7067276201226189,0.38280992443932665
1,0.7189029025606238,0.39677734433864664
1,0.7310202554793085,0.3916854678613717
1,0.743084252191052,0.4049303797473455
1,0.755099448132103,0.4130249204970302
1,0.767070353168603,0.4184053042697457
1,0.7790014700107661,0.4135675913853501
1,0.7908972457441859,0.37986005611258566
1,0.8027618217203605,0.4186446229218612
1,0.8145992348028648,0.3869102301777757
1,0.8264135059908984,0.3861488983906207
1,0.8382084249067339,0.36864917625604937
1,0.849987605404906,0.4100216595584446
1,0.861754655610012,0.3583248937354129
1,0.8735130757625863,0.4135421175361629
1,0.8852661809040887,0.4034997874066886
1,0.8970172678409164,0.3857228527235283
1,0.908769595066883,0.3932391732987029
1,0.9205262566250633,0.3622531068021044
1,0.9322903024440862,0.41778554705205473
1,0.9440647742791349,0.382629686426379
1,0.955852616116526,0.3581748256073122
1,0.9676567075307168,0.3564473270755142
1,0.9794799258036414,0.334483103361013
1,0.9913250871534391,0.3636434197961932
1,1.003194917676503,0.3478746916785598
1,1.0150921362182104,0.3224705883129016
1,1.0270194403400341,0.34230032407851296
1,1.0389794572506383,0.31972017025500393
1,1.0509747996425522,0.36686705996821006
1,1.063008072154684,0.3716196007994581
1,1.075081820439364,0.31832779744861184
1,1.0871985639187491,0.3314103276564868
1,1.0993608193578768,0.32143306273609035
1,1.1115710615827257,0.3182898068316094
1,1.1238317309775194,0.3107306712602926
1,1.1361452660622051,0.2750961434000765
1,1.1485140699305876,0.30089950230270823
1,1.1609404980886662,0.29107311482590387
1,1.1734269025424864,0.28135470790722805
1,1.185975615008947,0.29051400029507957
1,1.1985889270721757,0.2713784610677045
1,1.2112691255299446,0.2722856899260254
1,1.2240184634854085,0.2510055794251953
1,1.2368391067764941,0.25242211167781026
1,1.2497332072748726,0.21186348661605217
1,1.2627028860396445,0.2293056306781792
1,1.2757501732375267,0.24506946460345705
1,1.288877082319998,0.2312605899378783
1,1.315377558922867,0.24249869076862984
1,1.3287548391584902,0.204746112470455
1,1.3422192150353505,0.1924933891774143
1,1.3557723253424019,0.1942269708329511
1,1.3694157860444578,0.1954498221180576
1,1.3831511132579235,0.17673027961949078
1,1.3969796493227762,0.1977142692666348
1,1.4109027134379588,0.15830438454071402
1,1.4249214661947747,0.1789791988578359
1,1.43903689301038,0.181928128117251
1,1.4532499464386734,0.14533264711989485
1,1.4675613218611183,0.14940029802257554
1,1.4819715576237686,0.16960507558302398
1,1.4964811028602418,0.11899307623308338
1,1.5110900197190158,0.12581050133215588
1,1.5257982603147697,0.13460202132408805
1,1.5406055752464825,0.11579926803263076
1,1.5555113657892758,0.11599656688718792
1,1.5705149622102834,0.12858693027368967
1,1.5856152733243913,0.13098591058607728
1,1.6008109355398363,0.08389728977515108
1,1.6161004088407147,0.08881512926357173
1,1.63148161876928,0.12441138820276418
1,1.6469523632288634,0.09847865254663926
1,1.662509984981116,0.07814226286240736
1,1.6781514202903562,0.15238361023009295
1,1.6938734191785627,0.05787560009129539
1,1.7096721186424624,0.1189401816727504
1,1.7255434872395055,0.09597087445824978
1,1.741482944271874,0.087424943190628407
1,1.7574854457270461,0.0703203944266294
1,1.7735457007187752,0.06719990593566903
1,1.789657765508145,0.09152678609270512
1,1.8058155202536486,0.07211391157755993
1,1.8220121897109967,0.08960419612596263
1,1.8382406024575508,0.09253942689524296
1,1.8544932413688409,0.11339963151063884
1,1.870761989710384,0.09399168002750467
1,1.88703857031729,0.11468803793086928
1,1.903314145298173,0.1410396042792673
1,1.9195796669112297,0.12818711767875335
1,1.9358257617664656,0.185322800043465
1,1.9520427216507301,0.12786604295341483
1,1.968220744439836,0.11262458638984836
1,1.9843497851630072,0.15548427885450397
1,2.0004197477670305,0.14142206076383018
1,2.0164204865801403,0.19385464516264056
1,2.0323418247583405,0.18023131425368707
1,2.0481736593335818,0.17267227038694455
1,2.063906039368175,0.20554985489182892
1,2.0795290776412076,0.22616975707406295
1,2.0950332678685735,0.24884501873059212
1,2.1104092969998245,0.2361483261953209
1,2.125648122512372,0.2512580928924323
1,2.1407412350209976,0.22746345660877704
1,2.1556802673089495,0.27560042998154
1,2.170457767254171,0.2219979836368515
1,2.1850668692736037,0.2039559309980596
1,2.1995012204365314,0.1884493958805714
1,2.213756338859058,0.2275230088364129
1,2.2278281873375847,0.2332676842484772
1,2.2417135299828175,0.17615218744417613
1,2.2554105158963393,0.2011495114151075
1,2.2689174611768212,0.1897220534449857
1,2.282233508850757,0.14124233596019917
1,2.2953587220164255,0.16288113447554248
1,2.3082932425212768,0.12644791790015147
1,2.3210378924446284,0.12416887680514384
1,2.333594160921798,0.07650151522335547
1,2.345963577230878,0.08603480983302775
1,2.358148086814038,0.09332121097893682
1,2.3701501452855145,0.04610944550783801
1,2.3819722400888668,0.06038486967220836
1,2.3936170183541856,4.1625893099276473e-4
1,2.405087497044302,0.03578634458237036
1,2.416386745332695,0.0577690128116035
1,2.4275178553112826,0.02636279209198665
1,2.4384840967062855,0.04555586680546915
1,2.4492888222081484,0.06250505263839512
1,2.4599353850865193,-0.01266177909215265
1,2.4704271616302855,0.01729744526644213
1,2.4807675792882358,-0.00613943219221409
1,2.4909600724006764,-0.04720001618646074
1,2.5010080756114834,-0.00193351615036377
1,2.5109150341492588,0.01060515353048119
1,2.520684406327498,0.01172111944202528
1,2.5303196512703527,-0.00460392120199302
1,2.5398242176753363,0.01142366818007526
1,2.549201196924559,0.02988449788683308
1,2.558453242248865,-0.01791605259190213
1,2.5675829800741874,0.00766046160491529
1,2.576593039211181,0.01454423128801654
1,2.5854865852348947,0.01531320856427583
1,2.5942679970121283,0.01075943499564756
1,2.6029418200370293,-0.00713321728595052
1,2.611512599803741,-0.00160885195036838
1,2.6199843797703535,-0.01638458311842651
1,2.628356443735161,0.01051591224882286
1,2.6366254489775125,0.01942017553355417
1,2.6447880252361835,-0.00929977655840093
1,2.652840802249952,-0.005340744001047
1,2.660784703710752,0.01126910462238459
1,2.668638000624303,-0.02045997204703637
1,2.676423344127297,0.04833597712860362
1,2.6841633853565887,0.01937080061742723
1,2.6918807754490306,0.02116420767211992
2,-6.461379535577807e-7,0.13898585071360786
2,0.010215581792256932,0.18659702965780103
2,0.020474885586038164,0.17060365641812353
2,0.030820341106960695,0.16057388982914517
2,0.04129479342775986,0.17437327644709338
2,0.05192370762433095,0.2225777964453457
2,0.0627033544342494,0.2107387500466449
2,0.07362720980740292,0.24240123153503895
2,0.08468984516771541,0.23547422265518447
2,0.09589486641087173,0.1970128295718794
2,0.10725032738950373,0.22379700535133493
2,0.13044336390258388,0.24779031085465497
2,0.14229231841763632,0.27489480734034344
2,0.1543157483298939,0.2595218600530061
2,0.16651864619953627,0.27184084747558296
2,0.17890697756350177,0.30823880032585044
2,0.19148685825703762,0.2858215523015417
2,0.20426442838153627,0.338481147822571
2,0.21724590502056623,0.27515403136375105
2,0.23043752054747108,0.2780726514253379
2,0.24384554031446887,0.32948396804968894
2,0.2574763173935081,0.3288106273303913
2,0.271336219048952,0.36713711813548966
2,0.2854315985749651,0.3360844328591536
2,0.29976878755973774,0.34382835622279795
2,0.31435409967319633,0.30148860872358557
2,0.32919365240529086,0.3295470333165828
2,0.34429343183748884,0.33242971714131825
2,0.35965925311988095,0.3102427076740481
2,0.3752964177443371,0.3459617825794172
2,0.3912100730473142,0.3843673320069854
2,0.4074046380123024,0.35055821560734834
2,0.4238840190311394,0.3732906305871878
2,0.44065149858266733,0.3586991522445175
2,0.4577092851884152,0.37663103082692256
2,0.4750590069967162,0.3610931849382963
2,0.49270056296017223,0.35875025930284354
2,0.5106331090460877,0.39351204827275266
2,0.528853636292435,0.3677713356596505
2,0.5473580326920569,0.3899886832359126
2,0.5661398556879349,0.4205432460319252
2,0.5851911934811488,0.43045222099373576
2,0.604501412226364,0.3698786198224656
