curveId,Category,time,y
1,PEAK,0,0.19491570115115292
1,PEAK,0.01,0.20418178175460602
1,PEAK,0.02,0.19928717937402032
1,PEAK,0.03,0.16687057984159415
1,PEAK,0.04,0.17288850750615614
1,PEAK,0.05,0.2149602375550383
1,PEAK,0.06,0.22489951646370646
1,PEAK,0.07,0.20540730085226247
1,PEAK,0.08,0.2010470598119706
1,PEAK,0.09,0.21687028606016168
1,PEAK,0.1,0.2732336469601844
1,PEAK,0.11,0.28365162978088776
1,PEAK,0.12,0.20055930378645048
1,PEAK,0.13,0.2649521165725078
1,PEAK,0.14,0.2610136307040989
1,PEAK,0.15,0.3248695892984439
1,PEAK,0.16,0.30229712371071477
1,PEAK,0.17,0.27848527029243725
1,PEAK,0.18,0.32580184855673516
1,PEAK,0.19,0.3099227200848818
1,PEAK,0.2,0.28088110294617996
1,PEAK,0.21,0.29569137837806275
1,PEAK,0.22,0.28105199506059325
1,PEAK,0.23,0.32684119135352474
1,PEAK,0.24,0.303467843513821
1,PEAK,0.25,0.362834991436323
1,PEAK,0.27,0.3487556592380117
1,PEAK,0.28,0.37197748021076293
1,PEAK,0.29,0.3512154261864823
1,PEAK,0.3,0.37590590571475874
1,PEAK,0.31,0.36267639184720885
1,PEAK,0.32,0.3715838430801155
1,PEAK,0.33,0.38274622475109343
1,PEAK,0.34,0.38184732040643954
1,PEAK,0.35000000000000003,0.3572373812143947
1,PEAK,0.36,0.3545889895483146
1,PEAK,0.37,0.3853059840203284
1,PEAK,0.38,0.3981773063655192
1,PEAK,0.39,0.3842993809155251
1,PEAK,0.4,0.4255997084175367
1,PEAK,0.41000000000000003,0.3884526534775571
1,PEAK,0.42,0.36863334189124364
1,PEAK,0.43,0.4041840336002142
1,PEAK,0.44,0.3671677028833314
1,PEAK,0.45,0.38280992443932665
1,PEAK,0.46,0.39677734433864664
1,PEAK,0.47000000000000003,0.3916854678613717
1,PEAK,0.48,0.4049303797473455
1,PEAK,0.49,0.41302492049703027
1,PEAK,0.5,0.41840530426974565
1,PEAK,0.51,0.4135675913853501
1,PEAK,0.52,0.37986005611258566
1,PEAK,0.53,0.4186446229218612
1,PEAK,0.54,0.38691023017777565
1,PEAK,0.55,0.3861488983906207
1,PEAK,0.56,0.36864917625604937
1,PEAK,0.5700000000000001,0.4100216595584446
1,PEAK,0.58,0.3583248937354129
1,PEAK,0.59,0.4135421175361629
1,PEAK,0.6,0.4034997874066886
1,PEAK,0.61,0.38572285272352835
1,PEAK,0.62,0.39323917329870284
1,PEAK,0.63,0.36225310680210443
1,PEAK,0.64,0.41778554705205473
1,PEAK,0.65,0.382629686426379
1,PEAK,0.66,0.3581748256073122
1,PEAK,0.67,0.3564473270755142
1,PEAK,0.68,0.334483103361013
1,PEAK,0.6900000000000001,0.3636434197961932
1,PEAK,0.7000000000000001,0.3478746916785598
1,PEAK,0.71,0.3224705883129016
1,PEAK,0.72,0.34230032407851296
1,PEAK,0.73,0.31972017025500393
1,PEAK,0.74,0.36686705996821006
1,PEAK,0.75,0.37161960079945805
1,PEAK,0.76,0.31832779744861184
1,PEAK,0.77,0.3314103276564868
1,PEAK,0.78,0.32143306273609035
1,PEAK,0.79,0.3182898068316094
1,PEAK,0.8,0.3107306712602926
1,PEAK,0.81,0.2750961434000765
1,PEAK,0.8200000000000001,0.30089950230270823
1,PEAK,0.8300000000000001,0.29107311482590387
1,PEAK,0.84,0.28135470790722805
1,PEAK,0.85,0.29051400029507957
1,PEAK,0.86,0.2713784610677045
1,PEAK,0.87,0.2722856899260254
1,PEAK,0.88,0.2510055794251953
1,PEAK,0.89,0.25242211167781026
1,PEAK,0.9,0.21186348661605217
1,PEAK,0.91,0.22930563067817922
1,PEAK,0.92,0.24506946460345702
1,PEAK,0.93,0.2312605899378783
1,PEAK,0.9500000000000001,0.24249869076862984
1,PEAK,0.96,0.204746112470455
1,PEAK,0.97,0.1924933891774143
1,PEAK,0.98,0.1942269708329511
1,PEAK,0.99,0.19544982211805761
1,PEAK,1,0.17673027961949078
1,PEAK,1.01,0.19771426926663482
1,PEAK,1.02,0.15830438454071402
1,PEAK,1.03,0.1789791988578359
1,PEAK,1.04,0.181928128117251
1,PEAK,1.05,0.14533264711989485
1,PEAK,1.06,0.14940029802257554
1,PEAK,1.07,0.16960507558302398
1,PEAK,1.08,0.11899307623308338
1,PEAK,1.09,0.12581050133215588
1,PEAK,1.1,0.13460202132408805
1,PEAK,1.11,0.11579926803263076
1,PEAK,1.12,0.11599656688718792
1,PEAK,1.1300000000000001,0.12858693027368967
1,PEAK,1.1400000000000001,0.13098591058607728
1,PEAK,1.1500000000000001,0.08389728977515108
1,PEAK,1.16,0.08881512926357173
1,PEAK,1.17,0.12441138820276418
1,PEAK,1.18,0.09847865254663926
1,PEAK,1.19,0.07814226286240736
1,PEAK,1.2,0.15238361023009295
1,PEAK,1.21,0.05787560009129539
1,PEAK,1.22,0.11894018167275039
1,PEAK,1.23,0.09597087445824978
1,PEAK,1.24,0.087424943190628407
1,PEAK,1.25,0.0703203944266294
1,PEAK,1.26,0.06719990593566903
1,PEAK,1.27,0.09152678609270512
1,PEAK,1.28,0.07211391157755993
1,PEAK,1.29,0.08960419612596263
1,PEAK,1.3,0.09253942689524296
1,PEAK,1.31,0.11339963151063885
1,PEAK,1.32,0.09399168002750467
1,PEAK,1.33,0.11468803793086929
1,PEAK,1.34,0.1410396042792673
