curveId,Category,time,y1,y2
1,DEEP_y1_TROUGH,0,-0.011221462298068162,0.13226204597050262
1,DEEP_y1_TROUGH,0.058823529411764705,0.009271055648624783,0.16266027764602264
1,DEEP_y1_TROUGH,0.11764705882352941,-0.0734528827232917,0.1854773579023643
1,DEEP_y1_TROUGH,0.1764705882352941,-0.05110173839403178,0.2179661281214828
1,DEEP_y1_TROUGH,0.23529411764705882,-0.06864270363672367,0.24586648216847368
1,DEEP_y1_TROUGH,0.29411764705882354,-0.058897687766980844,0.3156928041059298
1,DEEP_y1_TROUGH,0.3529411764705882,-0.09763597171535723,0.2943717569715876
1,DEEP_y1_TROUGH,0.4117647058823529,-0.1238919006462234,0.3542415371855687
1,DEEP_y1_TROUGH,0.47058823529411764,-0.1511819494524951,0.3546880252686682
1,DEEP_y1_TROUGH,0.5294117647058824,-0.1961468883469431,0.4013379501635416
1,DEEP_y1_TROUGH,0.5882352941176471,-0.233583456558834,0.41693664978547446
1,DEEP_y1_TROUGH,0.6470588235294118,-0.2522798126476739,0.413480697187749
1,DEEP_y1_TROUGH,0.7058823529411764,-0.28563401789148496,0.37981599899994906
1,DEEP_y1_TROUGH,0.7647058823529411,-0.3200833240552443,0.33836208702408976
1,DEEP_y1_TROUGH,0.8235294117647058,-0.3538958189482201,0.3352156943534522
1,DEEP_y1_TROUGH,0.8823529411764706,-0.3598678586388571,0.30758068969097146
1,DEEP_y1_TROUGH,0.9411764705882353,-0.4414521436602586,0.29136387389693935
1,DEEP_y1_TROUGH,1,-0.3613148509639851,0.2642508947795297
1,DEEP_y1_TROUGH,1.0588235294117647,-0.4016688616313143,0.23888129608921432
1,DEEP_y1_TROUGH,1.1176470588235294,-0.3860204113443008,0.14946589062938512
1,DEEP_y1_TROUGH,1.1764705882352942,-0.3704981562430114,0.12658710213088353
1,DEEP_y1_TROUGH,1.2352941176470589,-0.3524120632174246,0.09945472131314065
1,DEEP_y1_TROUGH,1.2941176470588236,-0.3097884536867239,0.10973430324960612
1,DEEP_y1_TROUGH,1.3529411764705883,-0.23049840653465486,0.068415724677223
1,DEEP_y1_TROUGH,1.4117647058823528,-0.23784248136940983,0.030833940089614216
1,DEEP_y1_TROUGH,1.4705882352941175,-0.1947135233304139,0.03722908327256735
1,DEEP_y1_TROUGH,1.5294117647058822,-0.15651400227817094,0.010126422282773002
1,DEEP_y1_TROUGH,1.588235294117647,-0.10033298146037305,0.032653625849485064
1,DEEP_y1_TROUGH,1.6470588235294117,-0.08021761684404258,0.027887132262011102
1,DEEP_y1_TROUGH,1.7058823529411764,-0.08117494320276805,-0.011301562768800294
