curveId,Category,time,y
1,TWO_PEAKS,0,0.19491570115115292
1,TWO_PEAKS,0.0075433068407021134,0.204181781754606
1,TWO_PEAKS,0.015111964685965236,0.19928717937402032
1,TWO_PEAKS,0.022730575249575096,0.16687057984159415
1,TWO_PEAKS,0.030424060554804698,0.17288850750615614
1,TWO_PEAKS,0.03820867235386278,0.2149602375550383
1,TWO_PEAKS,0.04608255877225683,0.22489951646370648
1,TWO_PEAKS,0.05404159984859446,0.20540730085226247
1,TWO_PEAKS,0.06208194824353584,0.2010470598119706
1,TWO_PEAKS,0.07020413208501318,0.21687028606016168
1,TWO_PEAKS,0.0784122059879886,0.2732336469601844
1,TWO_PEAKS,0.08671032475761838,0.28365162978088776
1,TWO_PEAKS,0.0951021903132175,0.20055930378645048
1,TWO_PEAKS,0.10359005714395782,0.2649521165725078
1,TWO_PEAKS,0.11217589118809661,0.2610136307040989
1,TWO_PEAKS,0.12086169426716234,0.3248695892984439
1,TWO_PEAKS,0.1296498395754739,0.30229712371071477
1,TWO_PEAKS,0.1385429198202398,0.27848527029243725
1,TWO_PEAKS,0.14754352749836797,0.32580184855673516
1,TWO_PEAKS,0.15665416528725945,0.3099227200848818
1,TWO_PEAKS,0.16587723376530122,0.28088110294617996
1,TWO_PEAKS,0.17521512678264659,0.29569137837806275
1,TWO_PEAKS,0.18467016204461928,0.28105199506059325
1,TWO_PEAKS,0.19424453663126856,0.32684119135352474
1,TWO_PEAKS,0.20394043518294444,0.303467843513821
1,TWO_PEAKS,0.21375992300588179,0.362834991436323
1,TWO_PEAKS,0.2337771294363067,0.3487556592380117
1,TWO_PEAKS,0.24397832632889746,0.37197748021076293
1,TWO_PEAKS,0.2543098234240092,0.3512154261864823
1,TWO_PEAKS,0.26477293549422337,0.37590590571475874
1,TWO_PEAKS,0.27536857394821923,0.3626763918472089
1,TWO_PEAKS,0.28609735722250684,0.3715838430801155
1,TWO_PEAKS,0.2969597705443165,0.38274622475109343
1,TWO_PEAKS,0.30795565801045854,0.38184732040643954
1,TWO_PEAKS,0.31908465551901405,0.3572373812143947
1,TWO_PEAKS,0.3303459826026901,0.3545889895483146
1,TWO_PEAKS,0.3417381690925325,0.3853059840203284
1,TWO_PEAKS,0.35325956650832474,0.3981773063655192
1,TWO_PEAKS,0.3649076138320051,0.3842993809155251
1,TWO_PEAKS,0.376679301885399,0.4255997084175367
1,TWO_PEAKS,0.38857102149482264,0.3884526534775571
1,TWO_PEAKS,0.4005781761198467,0.3686333418912437
1,TWO_PEAKS,0.41269585908848144,0.4041840336002142
1,TWO_PEAKS,0.42491800614219494,0.3671677028833314
1,TWO_PEAKS,0.4372381168976133,0.38280992443932665
1,TWO_PEAKS,0.4496487355007561,0.39677734433864664
1,TWO_PEAKS,0.4621415696705724,0.3916854678613717
1,TWO_PEAKS,0.47470772114774845,0.4049303797473455
1,TWO_PEAKS,0.48733714438206643,0.4130249204970302
1,TWO_PEAKS,0.5000194457340646,0.4184053042697457
1,TWO_PEAKS,0.512743280858356,0.4135675913853501
1,TWO_PEAKS,0.5254970575842293,0.37986005611258566
1,TWO_PEAKS,0.53826936171193,0.4186446229218612
1,TWO_PEAKS,0.5510488950223009,0.3869102301777757
1,TWO_PEAKS,0.5638247135298177,0.3861488983906207
1,TWO_PEAKS,0.5765862684514343,0.36864917625604937
1,TWO_PEAKS,0.5893233366498863,0.4100216595584446
1,TWO_PEAKS,0.6020263535354233,0.3583248937354129
1,TWO_PEAKS,0.6146860222443586,0.4135421175361629
1,TWO_PEAKS,0.6272938756490843,0.4034997874066886
1,TWO_PEAKS,0.6398417551939687,0.3857228527235283
1,TWO_PEAKS,0.6523222924091577,0.3932391732987029
1,TWO_PEAKS,0.6647286197410474,0.3622531068021044
1,TWO_PEAKS,0.677054448366383,0.41778554705205473
1,TWO_PEAKS,0.6892942631508673,0.382629686426379
1,TWO_PEAKS,0.7014428514994815,0.3581748256073122
1,TWO_PEAKS,0.7134958491551665,0.3564473270755142
1,TWO_PEAKS,0.7254491447607888,0.334483103361013
1,TWO_PEAKS,0.7372994235194621,0.3636434197961932
1,TWO_PEAKS,0.7490438724036043,0.3478746916785598
1,TWO_PEAKS,0.7606800294951709,0.3224705883129016
1,TWO_PEAKS,0.7722060897161607,0.34230032407851296
1,TWO_PEAKS,0.7836203998231187,0.31972017025500393
1,TWO_PEAKS,0.7949219231631136,0.36686705996821006
1,TWO_PEAKS,0.8061099185545165,0.3716196007994581
1,TWO_PEAKS,0.8171838969600438,0.31832779744861184
1,TWO_PEAKS,0.8281438697974652,0.3314103276564868
1,TWO_PEAKS,0.838989936356299,0.32143306273609035
1,TWO_PEAKS,0.8497225687148816,0.3182898068316094
1,TWO_PEAKS,0.8603425018201369,0.3107306712602926
1,TWO_PEAKS,0.8708505433388604,0.2750961434000765
1,TWO_PEAKS,0.8812478097222181,0.30089950230270823
1,TWO_PEAKS,0.8915355065730772,0.29107311482590387
