time	y
0	0.362587607139721
0.01	0.640002120069101
0.02	0.913955715665946
0.03	1.13237406777455
0.04	1.25037255578801
0.05	1.39182077333408
0.06	1.52071457352577
0.07	1.82012874664899
0.08	1.81473194210151
0.09	1.85719988731221
0.1	1.93410365134285
0.11	1.98502406060817
0.12	2.04155246494834
0.13	2.18868977832608
0.14	2.16432067831543
0.15	2.16197951577725
0.16	2.02607224569463
0.17	2.02317969192304
0.18	1.94168529318006
0.19	1.80746844805937
0.2	1.57593766531064
0.21	1.42594679937775
0.22	1.23353929056913
0.23	1.15323904327354
0.24	0.946756173013131
0.25	0.679784396865279
0.26	0.46138484403491
