time	y
0	1.08600185215473
0.01	1.4136712784696
0.02	1.63489565143495
0.03	1.81316124519633
0.04	2.0600227552333
0.05	2.18445030735706
0.06	2.48642755415557
0.07	2.63296419725521
0.08	2.60771333080983
0.09	2.76158493478683
0.1	2.94268174808073
0.11	3.02697389127986
0.12	2.90135088355414
0.13	3.07705952802706
0.14	2.95154430880211
0.15	3.03588174798559
0.16	2.99811068481899
0.17	2.94298365588599
0.18	2.83129086246315
0.19	2.72744619288382
0.2	2.7311776193258
0.21	2.63733769439859
0.22	2.41028871693915
0.23	2.15719336197612
0.24	1.94908022390279
0.25	1.86437803881542
0.26	1.51925644313118
0.27	1.3038991813365
0.28	1.16170559898019
