"time" "y"
0 -0.0122133157216012
0.00986904290736948 0.187588043805627
0.019738085814739 0.355378568146663
0.0296071287221084 0.455444166825693
0.0394761716294779 0.575996843541291
0.0493452145368474 0.657215916250246
0.0592142574442169 0.842222600886493
0.0690833003515864 0.823849478683264
0.0789523432589559 0.982199707660042
0.0888213861663253 1.02614012702081
0.0986904290736948 1.05546184497708
0.108559471981064 0.947373822563027
0.118428514888434 0.984107061800246
0.128297557795803 0.91672935806037
0.138166600703173 0.979608634316287
0.148035643610542 0.918257589857244
0.157904686517912 0.841845661488191
0.167773729425281 0.851471933573379
0.177642772332651 0.705885760184723
0.18751181524002 0.612930136315775
0.19738085814739 0.481483345029485
0.207249901054759 0.311190774731623
0.217118943962129 0.223794836845665
0.226987986869498 -0.0958501085639
