"time" "y"
0 -0.0573098010849208
0.00787196419051498 0.0993511136713599
0.01574392838103 0.30884045569788
0.0236158925715449 0.454506916923772
0.0314878567620599 0.582818529221098
0.0393598209525749 0.642778457292887
0.0472317851430899 0.861363036839738
0.0551037493336048 0.876552029419306
0.0629757135241198 0.89221028182925
0.0708476777146348 1.03825121271647
0.0787196419051498 0.960383669220004
0.0865916060956647 1.0174035476055
0.0944635702861797 0.950263849532324
0.102335534476695 1.03514923528991
0.11020749866721 0.993642895578307
0.118079462857725 0.858982081990304
0.12595142704824 0.862836808760166
0.133823391238755 0.631808604264231
0.14169535542927 0.504703334045466
0.149567319619785 0.434865361543696
0.1574392838103 0.347416052199931
0.165311248000814 0.185752224232925
0.173183212191329 -0.00480471681803465
