"time" "y"
0 -0.0944078563712537
0.0111928212841723 0.0784042180203331
0.0223856425683445 0.33388634978077
0.0335784638525168 0.507981036992353
0.0447712851366891 0.644837707143527
0.0559641064208613 0.700207838207828
0.0671569277050336 0.807807594062655
0.0783497489892059 0.80447063529195
0.0895425702733781 0.853181893504374
0.10073539155755 0.992958235197625
0.111928212841723 0.892249571660618
0.123121034125895 0.910369593974833
0.134313855410067 1.07059186198625
0.145506676694239 0.936032975826497
0.156699497978412 1.01325563128751
0.167892319262584 0.845279378011041
0.179085140546756 0.837579097871498
0.190277961830929 0.74727946649295
0.201470783115101 0.673050367810177
0.212663604399273 0.563086082741868
0.223856425683445 0.508817689230275
0.235049246967618 0.35199093592568
0.24624206825179 0.16965830411431
0.257434889535962 0.0677120087202638
