"time" "y"
0 -0.0217480650171638
0.00594407881301664 0.17957550377254
0.0118881576260333 0.244496521048533
0.0178322364390499 0.467757182724383
0.0237763152520665 0.628783779453736
0.0297203940650832 0.651035312028947
0.0356644728780998 0.787263815700902
0.0416085516911165 0.845955857534722
0.0475526305041331 0.960862736622953
0.0534967093171497 0.877389240653178
0.0594407881301664 0.974579739326696
0.065384866943183 0.901698648835231
0.0713289457561996 0.946066415308674
0.0772730245692163 1.05569689808236
0.0832171033822329 1.04759309507619
0.0891611821952495 0.951398804909699
0.0951052610082662 0.767846133553252
0.101049339821283 0.714474741918861
0.106993418634299 0.611387796258899
0.112937497447316 0.594840502647933
0.118881576260333 0.491528793906402
0.124825655073349 0.281539570188435
0.130769733886366 0.11440352328722
0.136713812699383 -0.0613942207302898
