time	y	z
0	0.0120770118199289	0.0314450449310243
0.01	0.234894162475148	-0.11720440278199
0.02	0.519899428430008	-0.310809893200185
0.03	0.862985532542624	-0.552935165543241
0.04	0.987015045778661	-0.498371984772715
0.05	1.07399076651286	-0.667700837934996
0.06	1.43580150909022	-0.840496069011306
0.07	1.50448852205021	-0.94542091427696
0.08	1.60026433294358	-0.93309149446528
0.09	1.71849301888018	-0.936730008621386
0.1	1.7216851667625	-1.14600961019599
0.11	1.80515291886955	-1.12801213756964
0.12	1.82104840465028	-1.14486692985244
0.13	1.81541159632616	-1.10587621317245
0.14	1.88360865786809	-1.17156167863593
0.15	1.84633805431045	-1.15968937174246
0.16	1.70205116203363	-1.13770330839173
0.17	1.61261051574132	-1.06919162059451
0.18	1.58077155550661	-0.928363702610168
0.19	1.3942166373164	-0.91881606960063
0.2	1.2726679570251	-0.888406082107713
0.21	1.07561078653175	-0.746588681787859
0.22	1.02540365799314	-0.485312546426761
0.23	0.68589229094603	-0.436408694883941
0.24	0.631130942077371	-0.284874753460299
0.25	0.265655642387474	-0.0839083598218529
0.26	-0.0344474501907825	-0.0634453967213631
