time	y	z
0	0.0882786011788994	0.060163133777678
0.01	0.29754444568405	-0.183105407084157
0.02	0.411614060730466	-0.532248703263597
0.03	0.683267348230584	-0.694162818678888
0.04	0.930572115329819	-0.828839787877061
0.05	1.04158176712679	-0.873177932516491
0.06	1.18169006847311	-0.993956508324482
0.07	1.19742970211729	-1.2894678352433
0.08	1.31621048012231	-1.27262904646082
0.09	1.4816899777099	-1.41473661054042
0.1	1.49809794443297	-1.42530119570955
0.11	1.55262512005542	-1.35522501889629
0.12	1.61733228364028	-1.45376205258071
0.13	1.565078858702	-1.39989334765835
0.14	1.54199041671689	-1.40859317735821
0.15	1.50182315406273	-1.38331136901979
0.16	1.34412707210932	-1.22686466702467
0.17	1.22816862195096	-1.1576758548184
0.18	1.14963849156629	-1.03204174914863
0.19	1.10819381063791	-1.03587851448618
0.2	0.883960466904358	-0.748000988633268
0.21	0.648651584953768	-0.712551283679204
0.22	0.530013596175963	-0.519951213676379
0.23	0.233962459517513	-0.294112757767369
0.24	-0.0907759448513389	-0.0707969329785556
