time	y	z
0	0.0086795948445797	-0.0441674773581326
0.01	0.196346106188462	-0.161329110174039
0.02	0.428118743228778	-0.438710104183863
0.03	0.712112140559475	-0.751898466798593
0.04	0.887824979336518	-0.929384033438853
0.05	1.01959002001127	-1.0645679995395
0.06	1.16391444698675	-1.07842985797906
0.07	1.14469215898846	-1.38767133220649
0.08	1.27274084523217	-1.3613695550503
0.09	1.26081061039295	-1.46054681923997
0.1	1.37284148708891	-1.55672899960256
0.11	1.37049923902604	-1.56867531301848
0.12	1.4364914580714	-1.49936762787402
0.13	1.41790053895901	-1.57678650758624
0.14	1.31665855251227	-1.45259665908007
0.15	1.31392951954331	-1.43329815145407
0.16	1.25785652006873	-1.34150332522372
0.17	1.14637065777626	-1.36067633699244
0.18	1.11486391088692	-1.12506666808622
0.19	0.996593675407671	-1.11805205964257
0.2	0.863231631140742	-0.79724364346928
0.21	0.679943851751159	-0.59431771193922
0.22	0.378699581784248	-0.422886881207685
0.23	0.264531577186749	-0.219346432734811
0.24	-0.0945805130526424	-0.0180721201468259
