time	y	z
0	-0.0248238068073988	-0.00703724366612732
0.01	0.228283167557496	-0.136259119743624
0.02	0.286307146587428	-0.535395200326279
0.03	0.561657325167218	-0.660291474700991
0.04	0.643659044506636	-0.873144508100932
0.05	0.729671906293322	-0.98599847102495
0.06	0.863028133190142	-1.19546318226874
0.07	1.0404434435186	-1.17981240254594
0.08	1.01128527423158	-1.41732903820444
0.09	1.2525240102044	-1.4962241608286
0.1	1.33055013335424	-1.50749384220785
0.11	1.26581908949599	-1.56275132089849
0.12	1.29699572093348	-1.64175034853421
0.13	1.3920120868169	-1.68423734138202
0.14	1.28410308836028	-1.67271031471901
0.15	1.24574265077601	-1.7362676285528
0.16	1.36003530003625	-1.69727035862185
0.17	1.34372078916937	-1.6442796500958
0.18	1.27378270529325	-1.59260008679798
0.19	1.13158106228398	-1.36200393606999
0.2	1.15517449061177	-1.33232128693703
0.21	0.980392405355815	-1.20995365668787
0.22	0.936073556211682	-1.18738587410569
0.23	0.804423447730904	-0.979596128584389
0.24	0.708273290500653	-0.732726063946148
0.25	0.494176224933947	-0.721892726064746
0.26	0.450558846677673	-0.372342392531395
0.27	0.257817780898589	-0.319911604253718
0.28	-0.0372331962455064	-0.00563354673795402
