time	y	z
0	-0.0819677315652371	0.00335860182531178
0.01	0.197820660160626	-0.207727935237037
0.02	0.28396035467909	-0.528875970639793
0.03	0.435456779630086	-0.641421217445393
0.04	0.534772903318367	-0.780236289035429
0.05	0.611236988410174	-0.996901874558881
0.06	0.733905611069946	-1.13198162612138
0.07	0.962777249945004	-1.34779541527334
0.08	0.900124104036512	-1.42350516590571
0.09	1.11619006998158	-1.56071481051092
0.1	1.1650013423955	-1.65328118915744
0.11	1.04255230484063	-1.64998908677137
0.12	1.15041745158757	-1.83119243194292
0.13	1.13078035808957	-1.8624210585458
0.14	1.19815690228079	-1.7990557488322
0.15	1.24019895488691	-1.80434779713748
0.16	1.1191979847741	-1.6947508232286
0.17	1.23692557055417	-1.78125925885456
0.18	1.03017635668161	-1.64272087277843
0.19	1.02298290021363	-1.57200275587924
0.2	1.11581857332281	-1.49777296621521
0.21	0.909171747643994	-1.50656752177795
0.22	0.940108395332147	-1.243462140229
0.23	0.838202858273013	-1.25740135723357
0.24	0.741747203266069	-0.955707095412418
0.25	0.640119283539093	-0.935899894628574
0.26	0.476618486999697	-0.576009869223568
0.27	0.260060386710626	-0.4709615057656
0.28	0.111807811973388	-0.189166527825565
0.29	0.059632558748126	0.0606731158681214
