time	y	z
0	0.0486040557269007	-0.0638924613129348
0.01	0.343918210967282	-0.239429332622258
0.02	0.526336418222328	-0.497672091925917
0.03	0.67581443997708	-0.653870024931163
0.04	0.900769595784512	-0.735813097049644
0.05	1.1554466738685	-0.896893326845405
0.06	1.1923178497471	-1.20702796921342
0.07	1.46607256220107	-1.25019440338447
0.08	1.49276691369812	-1.27206895424761
0.09	1.54270883447121	-1.33958134750012
0.1	1.55885601082724	-1.34931085930698
0.11	1.68745050001889	-1.37474227217026
0.12	1.59107431906183	-1.4607281790723
0.13	1.45185190693106	-1.29536934402879
0.14	1.493475440397	-1.19684725751877
0.15	1.46401384785225	-1.27958390190697
0.16	1.2787250683412	-1.12453790296077
0.17	1.13807045196583	-0.919191873772454
0.18	0.998070741148112	-0.73641737648209
0.19	0.788226082889856	-0.685565493422106
0.2	0.519894943050732	-0.51189576684351
0.21	0.35493158842514	-0.155345165523631
0.22	0.0423953988589346	-0.039192865556106
