time	y	z
0	-0.0201983128208667	-0.00787270274013281
0.01	0.321133293710277	-0.203629909328744
0.02	0.419259047529101	-0.437588096814603
0.03	0.639444624176622	-0.707103382807597
0.04	0.756502922856808	-0.844467545251921
0.05	0.951379614546895	-1.06181335392408
0.06	1.06704888272248	-1.05705625358
0.07	1.17050471927449	-1.31174591062255
0.08	1.19321619902588	-1.24870920470953
0.09	1.31026334270239	-1.34258129748665
0.1	1.50400659265928	-1.55829142370261
0.11	1.49316862757094	-1.43554075816236
0.12	1.47568369466476	-1.51539824566655
0.13	1.39434127687141	-1.50986661681756
0.14	1.4802128722962	-1.59600635277629
0.15	1.43815807281993	-1.48017673642375
0.16	1.4421098252885	-1.34319681360535
0.17	1.17940858790502	-1.25127303969152
0.18	1.16453393979408	-1.15617076246664
0.19	1.07568585237637	-1.11511401956864
0.2	0.935550270825624	-0.98290608054027
0.21	0.707528017600626	-0.737024193813652
0.22	0.618593237698451	-0.678720640262961
0.23	0.366265170343593	-0.467896765362844
0.24	0.323621137193963	-0.155112304830551
0.25	-0.0273101585451514	-0.0779713950585574
