time	y	z
0	0.0880026726983488	0.00991951823234558
0.01	0.321969651108492	-0.161650956091902
0.02	0.425150941259937	-0.527382843730186
0.03	0.795875279437434	-0.706436231530347
0.04	0.853310125257419	-0.81919823999073
0.05	0.971022901758076	-0.930993414856142
0.06	1.21745179003423	-1.08695392455555
0.07	1.30768776599631	-1.21205515609596
0.08	1.38093229968969	-1.30854611919835
0.09	1.4382659111929	-1.35128190887111
0.1	1.58673988660729	-1.34047909738031
0.11	1.60065963228536	-1.40413963643161
0.12	1.59030765706976	-1.43258792592471
0.13	1.62940008832073	-1.31794155175333
0.14	1.43057943464377	-1.40714678612488
0.15	1.44263660408493	-1.36930583656408
0.16	1.31951853039988	-1.21204623835635
0.17	1.30498630647866	-1.03605129561037
0.18	0.992020751796188	-1.03910720394889
0.19	0.96894495541376	-0.840648994990845
0.2	0.707845461247172	-0.640550449754187
0.21	0.497033834917249	-0.365272783043941
0.22	0.300796888772282	-0.178227969487629
0.23	-0.0875613707117736	-0.0553257395047694
