time	y	z
0	-0.0330077996011823	0.0508830355014652
0.01	0.316638460692497	-0.222026277395733
0.02	0.581634717970815	-0.420574164522076
0.03	0.827256210827813	-0.538976870638464
0.04	1.03658707569739	-0.682118731283271
0.05	1.11900366565155	-0.915011576432488
0.06	1.3725549228073	-0.899681262918158
0.07	1.40830613514585	-1.174391660119
0.08	1.49814161510129	-1.12260960428632
0.09	1.71977015610517	-1.1738352500588
0.1	1.77855394213066	-1.25548624657887
0.11	1.81028300360319	-1.3097864482095
0.12	1.63826030813631	-1.36327836448415
0.13	1.66816473729514	-1.22293518563593
0.14	1.71180700075545	-1.15024557735178
0.15	1.53964620945898	-1.17628959593951
0.16	1.52413053708327	-1.1286448282437
0.17	1.23702271157437	-1.04995360492204
0.18	1.19447663260566	-0.812679052781067
0.19	0.994109618937727	-0.776975059288242
0.2	0.692377650625616	-0.519322083306645
0.21	0.472446295689521	-0.445708485824252
0.22	0.374493935548248	-0.184181168271996
0.23	0.0450270454864949	0.00871126283891499
