time	y	z
0	0.0303022223990411	0.0199997160583735
0.01	0.329190481999473	-0.193413037813615
0.02	0.510780207211413	-0.365941699693981
0.03	0.600268863147295	-0.364591901236315
0.04	0.923599823276755	-0.609081460520133
0.05	1.09897703650362	-0.749800761751986
0.06	1.20470153834758	-0.684658130192376
0.07	1.36327239698315	-0.921329494370657
0.08	1.38832514948521	-0.867359045142525
0.09	1.65093151895727	-1.05785304754064
0.1	1.70803062659539	-0.981872682858814
0.11	1.6888224904106	-1.1849341204942
0.12	1.6907013520749	-1.20374715666499
0.13	1.8986923895309	-1.0921065003589
0.14	1.9027236705801	-1.24662740924888
0.15	1.88281695923456	-1.15029895958052
0.16	1.76765700788221	-1.14857327970455
0.17	1.87618998234735	-1.05015323910143
0.18	1.71603316004918	-1.16740990873359
0.19	1.60097439894303	-1.04315653771963
0.2	1.5998172387148	-1.03412464749091
0.21	1.42338735401939	-0.961387635668957
0.22	1.41618467000829	-0.91932950163311
0.23	1.11155938525772	-0.820343539052821
0.24	1.04476133907168	-0.660465252874574
0.25	0.895360205267798	-0.519423100430026
0.26	0.681954311305827	-0.518872407636706
0.27	0.482995788105093	-0.341273130995291
0.28	0.313644658853814	-0.230468957552101
0.29	-0.0671493034809828	-0.06718092369847
