time	y	z
0	-0.0192911252379417	0.0262218040879816
0.01	0.101991372447744	-0.145953516437319
0.02	0.415637001280554	-0.424549496531936
0.03	0.544395863523432	-0.549764997630926
0.04	0.678278918319197	-0.712544672831829
0.05	0.712209050174953	-1.03101863699548
0.06	0.780550854028935	-1.08698863434637
0.07	0.954691514059598	-1.2219742377963
0.08	1.13034669436126	-1.34033033102911
0.09	1.16257891432032	-1.49146646181892
0.1	1.26833693637971	-1.54741084232188
0.11	1.23030411329294	-1.50465646772003
0.12	1.29320337456379	-1.69276186850982
0.13	1.27848644190519	-1.70703014820525
0.14	1.28448553274598	-1.71153665561197
0.15	1.39294228361201	-1.76043800505777
0.16	1.22934672198309	-1.65812298888983
0.17	1.31494948790136	-1.6518034759363
0.18	1.28144618569116	-1.59994281585617
0.19	1.28997543129597	-1.50521696523025
0.2	1.04712028597132	-1.46740024378363
0.21	1.01484324392474	-1.33469115826462
0.22	1.03307388184003	-1.12942238782757
0.23	0.805884143179083	-1.03803107134099
0.24	0.774720381716417	-0.861459392277074
0.25	0.584340393530951	-0.823241734027798
0.26	0.447639244727515	-0.565134414124848
0.27	0.441729399121247	-0.360676288171189
0.28	0.135527626550108	-0.226544170788135
0.29	-0.0595153550617397	0.0504330873955041
