time	y	z
0	-0.0312035363633186	-0.0314933384303004
0.01	0.107049502108496	-0.313179646103708
0.02	0.27506622840969	-0.571125267821827
0.03	0.566217527755964	-0.902631090273411
0.04	0.735113728942705	-1.12270146645086
0.05	0.873988718493086	-1.29446211501856
0.06	0.857549976228625	-1.32913601982666
0.07	0.965597993324005	-1.48253413897566
0.08	1.05624607272159	-1.69590388325841
0.09	1.01817165728683	-1.65613653474533
0.1	1.12242216730723	-1.71093413288871
0.11	1.15568750967608	-1.88076943022424
0.12	1.24780075430275	-1.87954976286964
0.13	1.20303977934876	-1.90074742519462
0.14	1.02190360994103	-1.75655634320387
0.15	1.00008859626662	-1.70838138026983
0.16	0.983424230946654	-1.64915534358098
0.17	0.907722366318927	-1.47605356529614
0.18	0.793271055398685	-1.19230336046677
0.19	0.593109043419717	-1.10482765938567
0.2	0.527441837250683	-0.919564763148577
0.21	0.347331642837657	-0.589877342948222
0.22	0.159865846347314	-0.405328046574323
0.23	-0.0856568333227187	-0.0579631608910859
