time	y	z
0	0.0733277370687574	0.00421344600617886
0.01	0.277788649782662	-0.0986062139511293
0.02	0.574051567491467	-0.418547645564891
0.03	0.969848475216557	-0.601026889926192
0.04	1.20723243519387	-0.685120743861006
0.05	1.30228965405513	-0.823908849724776
0.06	1.54345584439676	-0.921502810792443
0.07	1.70602172703544	-0.958504431488085
0.08	1.7695517775187	-0.949085009287396
0.09	1.89109282035396	-1.16821816415249
0.1	1.79031775695741	-1.01464902352472
0.11	1.87897945563309	-1.11882189414464
0.12	1.93051768019334	-1.16468351589447
0.13	1.83027820552715	-1.08201840697511
0.14	1.67719702111126	-1.11131917098845
0.15	1.58496054659659	-1.03256568804206
0.16	1.39293284278925	-0.907203865918708
0.17	1.27990045866136	-0.786434781610242
0.18	1.18216003482884	-0.712190245206984
0.19	0.850137330249552	-0.574038403306526
0.2	0.566385344228099	-0.349196307575099
0.21	0.346434865057592	-0.282706362731401
0.22	0.0506982595659792	-0.0609745937865228
