time	y	z
0	-0.0129354958422482	0.0883668002206832
0.01	0.274577167851834	-0.223522755349807
0.02	0.40867019854222	-0.69861948206195
0.03	0.684986738886266	-0.783605080050397
0.04	0.754602235582786	-1.15275839844564
0.05	0.865054502852194	-1.21958378990109
0.06	1.05759990512945	-1.44118373555283
0.07	1.12426011242076	-1.46910360819246
0.08	1.07326653357363	-1.7433797418708
0.09	1.29408616247131	-1.72571905478645
0.1	1.14642692844747	-1.74464911652397
0.11	1.22344340959927	-1.72134571673017
0.12	1.19655644787019	-1.7991809272654
0.13	1.10801170160762	-1.56294966541324
0.14	1.0418772372055	-1.46797655905183
0.15	0.971934486549272	-1.40043266963366
0.16	0.831641165727682	-1.28388587077076
0.17	0.749999073407741	-1.1069538182843
0.18	0.51986102389875	-0.898412417852301
0.19	0.400894532163781	-0.704676624807653
0.2	0.222046883579326	-0.398684362540773
0.21	-0.0327971204649657	-0.0831482379231602
