time	y	z
0	-0.0379404817242175	-0.066953764250502
0.01	0.283865414969623	-0.32162437191233
0.02	0.586330771455541	-0.603574232114479
0.03	0.711942644193768	-0.710388834318146
0.04	1.05592550345697	-0.917053816411644
0.05	1.08155824588612	-1.1321301034186
0.06	1.21993870701641	-1.13657565432601
0.07	1.33940848816186	-1.27503676247783
0.08	1.47014016360976	-1.43210977302864
0.09	1.47289698667824	-1.36316568501294
0.1	1.50066408338025	-1.46034566359594
0.11	1.55171844320372	-1.48317964592949
0.12	1.46416128907353	-1.39263355998322
0.13	1.42823629049584	-1.32788336631842
0.14	1.34110809316859	-1.19219122802839
0.15	1.12771013472229	-1.08067809920758
0.16	1.03602480142377	-0.914538822127506
0.17	0.799144639177248	-0.683918943917379
0.18	0.598289418695495	-0.580706830844284
0.19	0.364537644330412	-0.243000061567873
0.2	-0.0676060548983514	0.0985493498854339
