time	y
0	-0.0266508638393134
0.01	0.304799628456216
0.02	0.545506319226518
0.03	0.662192523051168
0.04	0.858270643934651
0.05	1.1205636124607
0.06	1.23968001211315
0.07	1.35636566118101
0.08	1.41009967354668
0.09	1.6774130249189
0.1	1.73684672256312
0.11	1.73187533076156
0.12	1.68154557987611
0.13	1.79724474413479
0.14	1.76946363611305
0.15	1.77483416500064
0.16	1.71552586810898
0.17	1.5806914487326
0.18	1.60246565093079
0.19	1.43106984695961
0.2	1.32167160217414
0.21	1.33762922276064
0.22	1.17806642549259
0.23	0.959297532126351
0.24	0.625322037646662
0.25	0.496253616325379
0.26	0.276467236283329
0.27	-0.0125951818190515
