time	y
0	0.0699104207567871
0.01	0.252262217290505
0.02	0.390914260204105
0.03	0.625212273726356
0.04	0.692321234631042
0.05	0.73156731724254
0.06	0.989065986464266
0.07	1.08292898537572
0.08	1.05572241262222
0.09	1.20860418728844
0.1	1.23146772610877
0.11	1.21634470503292
0.12	1.28559852535836
0.13	1.31512076584137
0.14	1.26486690983099
0.15	1.14910080209665
0.16	1.04390271340186
0.17	1.01722678739558
0.18	1.02914809520589
0.19	0.890819780430562
0.2	0.750637572926158
0.21	0.641832319347304
0.22	0.483176792067631
0.23	0.222221434740155
0.24	-0.0941245669033378
