time	y	z
0	-0.0671724733896554	-0.0524408262436367
0.01	0.340849918927997	-0.0222564580521122
0.02	0.744046053513885	-0.202153448019157
0.03	0.942647119183093	-0.290748088796202
0.04	1.25057678554207	-0.254836503706184
0.05	1.55491748070344	-0.462332700337353
0.06	1.62961351676844	-0.440956436748367
0.07	1.75803333557211	-0.630179948287591
0.08	1.97708830422722	-0.603099477585525
0.09	1.96868089745753	-0.830235195413034
0.1	1.90053035942838	-0.864538740198055
0.11	2.05734043806791	-0.97661490776733
0.12	1.92047450248152	-0.962481574204707
0.13	1.74209373909049	-0.987967053574746
0.14	1.60886664363556	-0.944165778523769
0.15	1.45528312078677	-0.890834599088253
0.16	1.35952896006405	-1.0152128572903
0.17	1.01524601200595	-0.840280140653545
0.18	0.635544417044148	-0.715972547610742
0.19	0.477569467676804	-0.440864228227374
0.2	0.0844803839921951	0.0285313968260259
