time	y	z
0	-0.0953371247742325	-0.0612877749997845
0.01	0.199116991131015	-0.0437531842503589
0.02	0.568122926885649	-0.335634766054149
0.03	0.664470942990875	-0.332633629423173
0.04	1.02591211060177	-0.597110654389466
0.05	1.03546752655696	-0.619877350707934
0.06	1.31798164638918	-0.765207391039048
0.07	1.30899627157901	-0.698749506670244
0.08	1.49779513924759	-0.916830125019172
0.09	1.57015710665029	-0.998172453958032
0.1	1.56304334439901	-1.02438919968667
0.11	1.62728157143896	-1.06070270909354
0.12	1.63421223594663	-1.04704643896184
0.13	1.6583446033821	-0.917178692353507
0.14	1.58637290793587	-1.02695162937359
0.15	1.40800589187447	-0.948124188757082
0.16	1.42466318314377	-0.819301180897324
0.17	1.19573513920646	-0.866755384811705
0.18	1.00929240259159	-0.674974023871543
0.19	0.833308784944218	-0.63991645509286
0.2	0.759955688912442	-0.463725363167561
0.21	0.498446884397805	-0.416193332302159
0.22	0.221029601103075	-0.110916075043629
0.23	-0.0683755917008966	-0.0536919642533105
