time	y	z
0	-0.0258319144602865	-0.0321522115666375
0.01	0.176915770522003	-0.186244458437635
0.02	0.240032147661773	-0.349324520477834
0.03	0.289236577267744	-0.612867310791537
0.04	0.490700332509956	-0.663701176671342
0.05	0.674525664579101	-0.866713579673476
0.06	0.698036570570406	-0.845418837620554
0.07	0.749871714800257	-0.92921962102862
0.08	0.775823886560245	-0.918606410176746
0.09	0.803529233559933	-0.956882520005077
0.1	0.984398445842442	-0.926583436298534
0.11	0.915430480533243	-0.930931640018095
0.12	1.01364234390106	-0.882741838560631
0.13	1.05078972435056	-0.866132298453637
0.14	1.03699775639452	-0.918745229937628
0.15	0.932642394383399	-0.839119661191897
0.16	1.05653623828164	-0.810290786678396
0.17	0.960138930449225	-0.794116022935471
0.18	0.873554740904794	-0.654766084085071
0.19	0.886424363806498	-0.684539078022217
0.2	0.828787550264936	-0.522198813406989
0.21	0.901533561859249	-0.446566613355886
0.22	0.655466725458983	-0.392232427189185
0.23	0.657132010863137	-0.345834145880898
0.24	0.517463696254395	-0.327353442845973
0.25	0.398833275369039	-0.279884901015957
0.26	0.28560142437274	-0.195820850643121
0.27	0.264254656898779	-0.0792869184214657
0.28	0.115120152183492	-0.0637088278309287
0.29	0.0544058754108846	0.0137789005140923
