time	y	z
0	0.0311267875134945	-0.0407633010313669
0.01	0.318153793614409	-0.120278320702065
0.02	0.580042060687103	-0.154445998942482
0.03	0.781461982207838	-0.400499116708165
0.04	1.02843102816389	-0.421452330023178
0.05	1.04518567488348	-0.492557029377009
0.06	1.35539209712297	-0.618228804765896
0.07	1.36605355947718	-0.684256812049239
0.08	1.51910710369444	-0.723628565594524
0.09	1.69067547448212	-0.907699751103739
0.1	1.70101238485012	-0.902472443073739
0.11	1.62435380658264	-0.892019894375659
0.12	1.76809364845976	-0.933650355514797
0.13	1.70488887801896	-0.897388314389574
0.14	1.58191043697815	-0.997380308453533
0.15	1.53439359451877	-1.00166862386213
0.16	1.43985034704415	-0.91188179516534
0.17	1.40740846720033	-0.878712697204943
0.18	1.24894148749299	-0.92516929830714
0.19	1.20493710387317	-0.867974350374941
0.2	0.862196846435674	-0.716963101422898
0.21	0.689855640532915	-0.591136926566737
0.22	0.434756832000696	-0.425621927699475
0.23	0.179288717469252	-0.282963127825997
0.24	0.0328381238505244	-0.0530780638078161
