time	y	z
0	-0.0636521560139954	0.0868127825170623
0.01	0.199635862136663	-0.327802387291536
0.02	0.374019035457765	-0.360565776255674
0.03	0.318453018963452	-0.512742798785508
0.04	0.58195709659474	-0.721586434620075
0.05	0.697767630019142	-0.840015365483335
0.06	0.779673992407244	-0.852576305732596
0.07	0.766308301110562	-0.880977077840859
0.08	0.823812414826033	-0.989849194698449
0.09	0.869829837770925	-1.08592000124277
0.1	0.869059257513546	-1.04452199180542
0.11	0.923929756717624	-1.01312410749785
0.12	1.04336375354352	-1.0389979614866
0.13	1.08833401456944	-0.828421436610135
0.14	1.05091114689134	-0.92463052188023
0.15	0.928473906847936	-0.818236836333002
0.16	1.06023230871731	-0.737292210457927
0.17	0.922495205166452	-0.747259800948374
0.18	0.97204252791384	-0.609260703875487
0.19	0.943924465104146	-0.678200741111722
0.2	0.849208313162248	-0.526783445794676
0.21	0.628511444509696	-0.364879376338365
0.22	0.525958943026989	-0.365061963018327
0.23	0.566720522695575	-0.210429516811814
0.24	0.488846025886129	-0.121142764463916
0.25	0.322753220929896	-0.237055824070115
0.26	0.153051791523056	-0.0265193590862392
0.27	-0.0793009698856622	0.00249113046674158
