time	y	z
0	-0.0887112012598664	0.0875405124427896
0.01	0.234426699078162	-0.244458971701214
0.02	0.404374488046466	-0.27426131857778
0.03	0.543022630302962	-0.368749615039707
0.04	0.732593938703267	-0.571944434809263
0.05	0.81879448923609	-0.622737129481634
0.06	0.94972716026151	-0.729078183985889
0.07	1.0270747034053	-0.893230492215121
0.08	1.01097186526741	-0.943305811440097
0.09	1.06191396920966	-0.842987309328768
0.1	1.31202552196078	-0.887574370406812
0.11	1.20680311358374	-1.063694452314
0.12	1.23665284024641	-1.02227595674576
0.13	1.35658951675775	-1.03661066237714
0.14	1.41364663214762	-0.985062852678802
0.15	1.30363557934169	-0.994656836085343
0.16	1.31013349508191	-0.955242672640831
0.17	1.34168424931445	-0.976282365538618
0.18	1.25345814944085	-0.9959194567982
0.19	1.21958866956152	-0.796754042580745
0.2	1.20423323519552	-0.749946781484907
0.21	1.01407482374917	-0.785824420900345
0.22	0.93094319190706	-0.573868047389441
0.23	0.86878504861289	-0.647200705500422
0.24	0.799990353410605	-0.487619599694699
0.25	0.578709277365906	-0.329882920836724
0.26	0.442375319157522	-0.410608120281008
0.27	0.324656534636466	-0.134981232608677
0.28	0.233529083954621	-0.059976792964867
0.29	0.0686644455883652	0.0351668767497819
