time	y	z
0	0.0359084133058786	0.075656156128639
0.01	0.145680926168876	-0.24367813079467
0.02	0.435735448756183	-0.394715633519816
0.03	0.649389235514246	-0.605018183019458
0.04	0.730015714402224	-0.761258768958271
0.05	0.826674453765665	-0.801651843551507
0.06	1.00152249918874	-0.855446855227014
0.07	1.06901270954602	-0.876367100524017
0.08	1.24079931816465	-0.986297525451209
0.09	1.28404672885013	-0.953132919107523
0.1	1.28865071220811	-1.03855238432284
0.11	1.24848827851887	-0.988169716179304
0.12	1.22227076726916	-1.00521147666073
0.13	1.25876328924227	-1.03088723218011
0.14	1.29271736357991	-0.962331877068022
0.15	1.12752962191968	-0.841772291378264
0.16	1.10211060380296	-0.833358625575092
0.17	0.96460967851426	-0.723285347307325
0.18	0.890188967520882	-0.535062371452107
0.19	0.661899762629445	-0.389074533940203
0.2	0.563358967403911	-0.375675408937108
0.21	0.481910021583478	-0.223882861008736
0.22	0.28100186850557	-0.0885860134551761
0.23	0.0780930579639971	-0.0507986891530103
