time	y	z
0	-0.0898507814388722	-0.0672560553193226
0.01	0.185907100761287	-0.293190927812833
0.02	0.423531212000805	-0.303432981666446
0.03	0.515821155799641	-0.550121874119742
0.04	0.611547949481976	-0.555808327989831
0.05	0.828478938534018	-0.834271404262207
0.06	0.883313281868292	-0.734527306194657
0.07	0.90305926700029	-0.820686883824486
0.08	0.987496007498376	-0.971614916737285
0.09	1.11726725003847	-0.979532195158793
0.1	1.17932974480302	-1.0127991026562
0.11	1.13032735346392	-1.05911376756535
0.12	1.16745898796372	-0.937458073318662
0.13	1.30955908554606	-0.926091406960156
0.14	1.2640413645947	-0.905733194118814
0.15	1.29991761494935	-0.836238590915034
0.16	1.10700143955857	-0.819802784088602
0.17	1.10945962206626	-0.892163222533525
0.18	1.07306173945221	-0.681672030269283
0.19	0.927741854152637	-0.666027758110739
0.2	0.840477153227372	-0.573575627510515
0.21	0.793455701141712	-0.463606580824159
0.22	0.730317753544298	-0.318873147415801
0.23	0.429095163555904	-0.240336983233482
0.24	0.309079891438293	-0.301914292245184
0.25	0.214642997054361	-0.141907487343792
0.26	0.0944420527666807	0.0232679623134875
