time	y
0	0.00977078871519603
0.01	0.408423710760925
0.02	0.677181125437747
0.03	0.93844704349318
0.04	1.23817788860143
0.05	1.44567224222167
0.06	1.54559109413294
0.07	1.60212190645494
0.08	1.79353260719989
0.09	1.89485995015765
0.1	1.84287860848647
0.11	1.74604495188369
0.12	1.8389066087827
0.13	1.83152331062623
0.14	1.76117991146471
0.15	1.67385014108384
0.16	1.3958225921227
0.17	1.29039550506437
0.18	1.1937178348682
0.19	1.04501178053899
0.2	1.01208862217604
0.21	0.806899329899385
0.22	0.649062963690047
0.23	0.577210983168168
0.24	0.24939580758891
0.25	0.110739882075723
0.26	-0.0173418748953381
