time	y
0	0.0334551987215499
0.01	-0.0333630699736909
0.02	0.0619213229085966
0.03	0.188400923888582
0.04	0.222906943766204
0.05	0.237147107025126
0.06	0.382087282757805
0.07	0.489871775109586
0.08	0.428402845124857
0.09	0.61847014805866
0.1	0.489666804940063
0.11	0.587372188441557
0.12	0.636502475309278
0.13	0.681162853360334
0.14	0.729907951546554
0.15	0.668715695829944
0.16	0.827308677404745
0.17	0.83302331610079
0.18	0.735851908016105
0.19	0.807394371290039
0.2	0.736731575972863
0.21	0.662445317771756
0.22	0.479520295148778
0.23	0.529022341525787
0.24	0.41780766371571
0.25	0.259377980489059
0.26	0.0962501184326581
