time	y
0	-0.0448074983288029
0.01	0.142841540808818
0.02	0.512813554643627
0.03	0.621787762001676
0.04	0.677804189928777
0.05	0.815605771550649
0.06	1.00630885493017
0.07	1.11551249971298
0.08	1.16414463011419
0.09	1.23426363355591
0.1	1.09632766314295
0.11	1.20967907536698
0.12	1.17476130236541
0.13	1.13134761749007
0.14	1.15323463022516
0.15	1.19038611132807
0.16	1.06797902900786
0.17	1.04992432052434
0.18	1.04618421373836
0.19	0.901387953893738
0.2	0.780771516228889
0.21	0.848718427471799
0.22	0.745804085964318
0.23	0.560778793819364
0.24	0.5442855069125
0.25	0.385385636821498
0.26	0.279437406084995
0.27	0.209714098354662
0.28	0.143646126060327
0.29	0.0839947405281493
