time	y
0	-0.0796373724771205
0.01	0.250680215437491
0.02	0.513607004585396
0.03	0.678839560030761
0.04	0.792643664166668
0.05	0.99402584926842
0.06	1.18078309947525
0.07	1.14666796296379
0.08	1.15665357387734
0.09	1.20498710493691
0.1	1.24484847680803
0.11	1.36732613027769
0.12	1.40068231826595
0.13	1.27275499973278
0.14	1.30924400948362
0.15	1.10545815483759
0.16	0.958272864758449
0.17	0.849857909011375
0.18	0.803618540821523
0.19	0.678871167698952
0.2	0.537069053397565
0.21	0.397472953692881
0.22	0.130623468294824
0.23	0.0389292944619453
